"Date","Sales","Tracked Sales","Anonymous Sales"
4/15/2016,$14400772.52,$14399037.23,$1735.29
4/16/2016,$19433573.96,$19431663.65,$1910.31
4/17/2016,$14051655.14,$14049630.55,$2024.59
4/18/2016,$8816773.70,$8815898.39,$875.31
4/19/2016,$9935277.32,$9933333.36,$1943.96
4/20/2016,$8755419.00,$8754288.20,$1130.80
4/21/2016,$8311983.73,$8311319.11,$664.62
4/22/2016,$8498992.46,$8498590.06,$402.40
4/23/2016,$10225958.07,$10225000.51,$957.56
4/24/2016,$28891125.42,$28886766.40,$4359.02
4/25/2016,$21596757.28,$21595070.45,$1686.83
4/26/2016,$19757107.47,$19753913.69,$3193.78
4/27/2016,$19436994.27,$19435503.49,$1490.78
4/28/2016,$17272437.88,$17269604.54,$2833.34
4/29/2016,$18489895.81,$18488010.18,$1885.63
4/30/2016,$21262357.17,$21260811.59,$1545.58
5/1/2016,$31946067.59,$31943177.41,$2890.18
5/2/2016,$34118368.28,$34113608.07,$4760.21
5/3/2016,$31590862.27,$31588463.10,$2399.17
5/4/2016,$13091859.90,$13090370.68,$1489.22
5/5/2016,$9413860.76,$9411929.44,$1931.32
5/6/2016,$13850658.80,$13848788.84,$1869.96
5/7/2016,$16871804.95,$16868443.74,$3361.21
5/8/2016,$13366638.61,$13363623.29,$3015.32
5/9/2016,$7580695.98,$7579777.26,$918.72
5/10/2016,$10261136.99,$10260255.31,$881.68
5/11/2016,$10495073.60,$10493875.77,$1197.83
5/12/2016,$9381126.71,$9380025.59,$1101.12
5/13/2016,$10275347.39,$10273875.20,$1472.19
5/14/2016,$10607579.23,$10605097.31,$2481.92
5/15/2016,$16304363.92,$16301638.15,$2725.77
5/16/2016,$8394226.12,$8393182.97,$1043.15
5/17/2016,$9746941.03,$9745953.05,$987.98
5/18/2016,$12545709.48,$12544175.40,$1534.08
5/19/2016,$7690650.09,$7689149.22,$1500.87
5/20/2016,$10508882.40,$10506464.58,$2417.82
5/21/2016,$12229565.56,$12227288.00,$2277.56
5/22/2016,$16536364.97,$16532007.57,$4357.40
5/23/2016,$9729176.60,$9728082.32,$1094.28
5/24/2016,$8189849.10,$8188035.02,$1814.08
5/25/2016,$13719957.01,$13718820.38,$1136.63
5/26/2016,$12498191.93,$12496336.19,$1855.74
5/27/2016,$12124794.82,$12123600.34,$1194.48
5/28/2016,$13287510.38,$13285357.78,$2152.60
5/29/2016,$16549377.24,$16547449.93,$1927.31
5/30/2016,$27346933.95,$27344149.20,$2784.75
5/31/2016,$9203319.28,$9202467.21,$852.07
6/1/2016,$13607893.06,$13605823.53,$2069.53
6/2/2016,$11837066.01,$11835640.03,$1425.98
6/3/2016,$11072027.25,$11071003.99,$1023.26
6/4/2016,$12401835.63,$12399610.27,$2225.36
6/5/2016,$16469282.53,$16466973.78,$2308.75
6/6/2016,$11427877.81,$11426802.62,$1075.19
6/7/2016,$12899653.84,$12897553.16,$2100.68
6/8/2016,$14463625.02,$14461822.83,$1802.19
6/9/2016,$8143621.39,$8141867.10,$1754.29
6/10/2016,$11871667.63,$11870331.57,$1336.06
6/11/2016,$12855720.19,$12854323.57,$1396.62
6/12/2016,$49724332.75,$49720610.77,$3721.98
6/13/2016,$17201418.00,$17198298.81,$3119.19
6/14/2016,$9623283.01,$9621155.23,$2127.78
6/15/2016,$8626130.40,$8624610.24,$1520.16
6/16/2016,$9289091.15,$9287983.64,$1107.51
6/17/2016,$18426698.97,$18424307.42,$2391.55
6/18/2016,$21043597.77,$21039926.90,$3670.87
6/19/2016,$13778618.78,$13776682.32,$1936.46
6/20/2016,$8579350.15,$8578465.93,$884.22
6/21/2016,$8897824.62,$8895580.90,$2243.72
6/22/2016,$8646210.60,$8645441.64,$768.96
6/23/2016,$7859401.65,$7858588.69,$812.96
6/24/2016,$7977114.21,$7976569.76,$544.45
6/25/2016,$8189108.93,$8188113.16,$995.77
6/26/2016,$12008687.86,$12007891.68,$796.18
6/27/2016,$8566636.54,$8565464.61,$1171.93
6/28/2016,$6756431.17,$6755459.36,$971.81
6/29/2016,$11566459.44,$11564372.96,$2086.48
6/30/2016,$10519552.92,$10517781.30,$1771.62
7/1/2016,$10916469.62,$10915254.81,$1214.81
7/2/2016,$11059056.13,$11057650.25,$1405.88
7/3/2016,$12472818.12,$12470584.16,$2233.96
7/4/2016,$17747025.36,$17745026.73,$1998.63
7/5/2016,$8056814.57,$8055382.49,$1432.08
7/6/2016,$6129284.52,$6128959.56,$324.96
7/7/2016,$6122982.18,$6122555.86,$426.32
7/8/2016,$12643909.06,$12642390.79,$1518.27
7/9/2016,$15483476.00,$15481915.90,$1560.10
7/10/2016,$11721138.86,$11718444.99,$2693.87
7/11/2016,$8537673.28,$8536757.41,$915.87
7/12/2016,$21767852.67,$21766067.06,$1785.61
7/13/2016,$15439680.66,$15437648.39,$2032.27
7/14/2016,$12214533.81,$12212825.80,$1708.01
7/15/2016,$12771125.98,$12769462.48,$1663.50
7/16/2016,$12735153.44,$12734366.85,$786.59
7/17/2016,$19995337.71,$19991329.65,$4008.06
7/18/2016,$8289399.87,$8287939.67,$1460.20
7/19/2016,$5044092.69,$5043251.60,$841.09
7/20/2016,$9998326.42,$9997908.44,$417.98
7/21/2016,$8988660.53,$8988019.43,$641.10
7/22/2016,$8989742.07,$8989142.06,$600.01
7/23/2016,$9631247.61,$9630738.78,$508.83
7/24/2016,$12608288.10,$12606499.59,$1788.51
7/25/2016,$9231553.39,$9230770.03,$783.36
7/26/2016,$9163524.36,$9162519.06,$1005.30
7/27/2016,$8035808.28,$8034455.52,$1352.76
7/28/2016,$7338553.28,$7337683.19,$870.09
7/29/2016,$7630656.38,$7630281.44,$374.94
7/30/2016,$9083935.09,$9082357.44,$1577.65
7/31/2016,$12432417.93,$12431056.18,$1361.75
8/1/2016,$9695362.37,$9694541.54,$820.83
8/2/2016,$8440341.65,$8439882.46,$459.19
8/3/2016,$8751270.53,$8750617.17,$653.36
8/4/2016,$8392515.65,$8392096.18,$419.47
8/5/2016,$17841127.82,$17838868.10,$2259.72
8/6/2016,$20945958.78,$20943607.37,$2351.41
8/7/2016,$13936169.01,$13934162.32,$2006.69
8/8/2016,$7522176.48,$7521204.42,$972.06
8/9/2016,$6748458.84,$6747725.24,$733.60
8/10/2016,$12335360.33,$12334563.26,$797.07
8/11/2016,$14650366.64,$14649452.17,$914.47
8/12/2016,$11030190.62,$11029705.55,$485.07
8/13/2016,$11224780.81,$11223799.76,$981.05
8/14/2016,$14179429.60,$14177724.56,$1705.04
8/15/2016,$7074542.01,$7074373.70,$168.31
8/16/2016,$8799213.63,$8798705.58,$508.05
8/17/2016,$9637496.86,$9636677.10,$819.76
8/18/2016,$9512913.18,$9511105.49,$1807.69
8/19/2016,$8067069.70,$8065193.64,$1876.06
8/20/2016,$8699631.35,$8698479.36,$1151.99
8/21/2016,$11322692.16,$11321350.00,$1342.16
8/22/2016,$7189160.21,$7188442.62,$717.59
8/23/2016,$12979225.37,$12977689.45,$1535.92
8/24/2016,$14540014.88,$14539084.98,$929.90
8/25/2016,$7994269.41,$7993064.41,$1205.00
8/26/2016,$8777721.72,$8777401.48,$320.24
8/27/2016,$9840413.70,$9839293.21,$1120.49
8/28/2016,$13984140.08,$13983122.72,$1017.36
8/29/2016,$8496384.15,$8494742.92,$1641.23
8/30/2016,$6942952.03,$6942560.95,$391.08
8/31/2016,$10065932.11,$10063914.13,$2017.98
9/1/2016,$10195949.27,$10195081.62,$867.65
9/2/2016,$10247911.04,$10246754.37,$1156.67
9/3/2016,$12554629.28,$12552994.58,$1634.70
9/4/2016,$13564331.30,$13563692.14,$639.16
9/5/2016,$22601126.62,$22598901.47,$2225.15
9/6/2016,$9092868.82,$9091640.84,$1227.98
9/7/2016,$7396392.40,$7395927.55,$464.85
9/8/2016,$6561133.62,$6560420.65,$712.97
9/9/2016,$14171115.96,$14168989.45,$2126.51
9/10/2016,$17928144.98,$17926548.17,$1596.81
9/11/2016,$12743613.95,$12743002.32,$611.63
9/12/2016,$5495141.97,$5494218.84,$923.13
9/13/2016,$17973964.62,$17972842.99,$1121.63
9/14/2016,$17662827.20,$17662347.22,$479.98
9/15/2016,$15594001.19,$15592774.23,$1226.96
9/16/2016,$14326847.00,$14325522.83,$1324.17
9/17/2016,$17835904.32,$17835043.96,$860.36
9/18/2016,$32070939.58,$32067896.70,$3042.88
9/19/2016,$12905431.97,$12903851.43,$1580.54
9/20/2016,$8032254.23,$8031669.22,$585.01
9/21/2016,$9239681.15,$9239016.63,$664.52
9/22/2016,$8477497.72,$8475142.00,$2355.72
9/23/2016,$9279709.60,$9278547.95,$1161.65
9/24/2016,$10947057.00,$10945362.76,$1694.24
9/25/2016,$14757781.37,$14754041.96,$3739.41
9/26/2016,$12644661.48,$12642539.88,$2121.60
9/27/2016,$8068767.61,$8068541.80,$225.81
9/28/2016,$17947607.09,$17945321.51,$2285.58
9/29/2016,$16637678.24,$16635991.80,$1686.44
9/30/2016,$15812002.44,$15811116.96,$885.48
10/1/2016,$17420416.14,$17419023.90,$1392.24
10/2/2016,$25853831.40,$25852129.28,$1702.12
10/3/2016,$11662522.63,$11661534.76,$987.87
10/4/2016,$10859985.84,$10859527.76,$458.08
10/5/2016,$12224214.99,$12222794.64,$1420.35
10/6/2016,$11032818.91,$11031469.31,$1349.60
10/7/2016,$11054178.49,$11053210.47,$968.02
10/8/2016,$13581263.88,$13579878.54,$1385.34
10/9/2016,$17080812.27,$17079247.95,$1564.32
10/10/2016,$20356702.41,$20355211.10,$1491.31
10/11/2016,$11695207.77,$11694833.21,$374.56
10/12/2016,$14285403.14,$14283562.77,$1840.37
10/13/2016,$13742836.02,$13742425.11,$410.91
10/14/2016,$13375294.27,$13374617.36,$676.91
10/15/2016,$14072356.30,$14063713.62,$8642.68
10/16/2016,$23156037.71,$23152156.48,$3881.23
10/17/2016,$9067411.04,$9066168.33,$1242.71
10/18/2016,$10987278.33,$10986300.64,$977.69
10/19/2016,$12797643.11,$12796028.29,$1614.82
10/20/2016,$8046936.62,$8045354.93,$1581.69
10/21/2016,$15287362.85,$15286367.62,$995.23
10/22/2016,$21162669.26,$21160562.17,$2107.09
10/23/2016,$14535344.86,$14534365.44,$979.42
10/24/2016,$7322550.32,$7322050.72,$499.60
10/25/2016,$15251139.75,$15249359.80,$1779.95
10/26/2016,$17780885.09,$17779600.87,$1284.22
10/27/2016,$13400047.31,$13399451.92,$595.39
10/28/2016,$12457851.65,$12456269.18,$1582.47
10/29/2016,$13629897.30,$13629569.75,$327.55
10/30/2016,$16138664.09,$16137637.53,$1026.56
10/31/2016,$9631395.19,$9631088.71,$306.48
11/1/2016,$12585332.28,$12583667.80,$1664.48
11/2/2016,$13089839.41,$13087594.55,$2244.86
11/3/2016,$13694901.42,$13693912.80,$988.62
11/4/2016,$13417796.41,$13415963.12,$1833.29
11/5/2016,$17237773.93,$17237249.30,$524.63
11/6/2016,$17255613.68,$17254339.57,$1274.11
11/7/2016,$14375289.71,$14374472.04,$817.67
11/8/2016,$11858641.99,$11857084.93,$1557.06
11/9/2016,$12059284.13,$12058074.96,$1209.17
11/10/2016,$14413212.41,$14412413.19,$799.22
11/11/2016,$17126107.73,$17124778.61,$1329.12
11/12/2016,$18256450.18,$18253371.71,$3078.47
11/13/2016,$58421307.69,$58417280.98,$4026.71
11/14/2016,$19005520.84,$19003727.70,$1793.14
11/15/2016,$15657230.07,$15656435.37,$794.70
11/16/2016,$20508343.90,$20507196.85,$1147.05
11/17/2016,$21900464.22,$21897482.57,$2981.65
11/18/2016,$19910871.41,$19909095.48,$1775.93
11/19/2016,$29934759.67,$29931186.52,$3573.15
11/20/2016,$21302633.44,$21300681.28,$1952.16
11/21/2016,$14310555.57,$14309909.73,$645.84
11/22/2016,$13786753.41,$13786321.14,$432.27
11/23/2016,$42939131.05,$42935084.58,$4046.47
11/24/2016,$65451229.93,$65445691.44,$5538.49
11/25/2016,$85436965.62,$85428222.39,$8743.23
11/26/2016,$72855466.53,$72848726.20,$6740.33
11/27/2016,$57239138.38,$57233787.56,$5350.82
11/28/2016,$113837276.15,$113828969.82,$8306.33
11/29/2016,$45144499.70,$45141280.13,$3219.57
11/30/2016,$39785904.90,$39782422.81,$3482.09
12/1/2016,$43856350.21,$43854076.72,$2273.49
12/2/2016,$43610567.37,$43600908.31,$9659.06
12/3/2016,$47759778.57,$47755641.04,$4137.53
12/4/2016,$53017121.59,$53012381.41,$4740.18
12/5/2016,$45481700.64,$45478987.32,$2713.32
12/6/2016,$43259278.92,$43257369.45,$1909.47
12/7/2016,$46702597.82,$46699756.71,$2841.11
12/8/2016,$72349929.21,$72344173.67,$5755.54
12/9/2016,$40682464.52,$40679595.57,$2868.95
12/10/2016,$39143714.34,$39140378.73,$3335.61
12/11/2016,$37006363.56,$37003387.85,$2975.71
12/12/2016,$38267735.53,$38265824.09,$1911.44
12/13/2016,$33104874.89,$33102582.06,$2292.83
12/14/2016,$37263440.50,$37260349.99,$3090.51
12/15/2016,$30359059.66,$30357189.52,$1870.14
12/16/2016,$40160342.29,$40155879.34,$4462.95
12/17/2016,$46539624.00,$46536413.67,$3210.33
12/18/2016,$33683519.61,$33681142.62,$2376.99
12/19/2016,$30239672.82,$30236874.65,$2798.17
12/20/2016,$28006260.52,$28002616.73,$3643.79
12/21/2016,$23632648.58,$23630174.68,$2473.90
12/22/2016,$13944725.82,$13943527.85,$1197.97
12/23/2016,$14526225.86,$14523563.55,$2662.31
12/24/2016,$10655096.83,$10652006.12,$3090.71
12/25/2016,$12423288.29,$12416303.61,$6984.68
12/26/2016,$26465178.81,$26459895.15,$5283.66
12/27/2016,$24907268.25,$24902752.62,$4515.63
12/28/2016,$18462250.24,$18460351.07,$1899.17
12/29/2016,$16394062.42,$16392377.74,$1684.68
12/30/2016,$15714642.70,$15713087.18,$1555.52
12/31/2016,$15162342.45,$15161359.35,$983.10
