"Date","Sales","Tracked Sales","Anonymous Sales"
2/18/2014,$5269263.09,$5268999.62,$263.47
2/19/2014,$4228946.48,$4228946.48,$0.00
2/20/2014,$4301991.14,$4301991.14,$0.00
2/21/2014,$8098629.79,$8098394.16,$235.63
2/22/2014,$11321552.60,$11321444.64,$107.96
2/23/2014,$10206246.69,$10205636.79,$609.90
2/24/2014,$4585791.43,$4585791.43,$0.00
2/25/2014,$4325431.52,$4325431.52,$0.00
2/26/2014,$9262964.82,$9262823.30,$141.52
2/27/2014,$8978063.21,$8978063.21,$0.00
2/28/2014,$7712562.16,$7712264.19,$297.97
3/1/2014,$9109023.43,$9108373.43,$650.00
3/2/2014,$14364150.31,$14363902.31,$248.00
3/3/2014,$6249515.30,$6248304.89,$1210.41
3/4/2014,$5070398.49,$5070178.59,$219.90
3/5/2014,$5837541.16,$5836822.22,$718.94
3/6/2014,$6248800.64,$6248492.66,$307.98
3/7/2014,$7592892.88,$7592747.90,$144.98
3/8/2014,$9375375.56,$9374817.58,$557.98
3/9/2014,$11459239.90,$11458937.90,$302.00
3/10/2014,$5496243.25,$5496069.30,$173.95
3/11/2014,$8715258.25,$8714749.70,$508.55
3/12/2014,$12379023.55,$12378727.62,$295.93
3/13/2014,$6644886.12,$6644661.17,$224.95
3/14/2014,$5878729.41,$5878729.41,$0.00
3/15/2014,$6543942.57,$6543887.58,$54.99
3/16/2014,$10877704.43,$10877607.47,$96.96
3/17/2014,$5249681.62,$5248721.67,$959.95
3/18/2014,$8656113.38,$8655987.92,$125.46
3/19/2014,$10869713.04,$10869587.08,$125.96
3/20/2014,$8803214.90,$8802832.94,$381.96
3/21/2014,$8450743.54,$8450229.60,$513.94
3/22/2014,$10683848.53,$10683433.56,$414.97
3/23/2014,$18406007.53,$18405424.68,$582.85
3/24/2014,$6980461.09,$6980361.10,$99.99
3/25/2014,$5229156.16,$5229156.16,$0.00
3/26/2014,$7890183.13,$7890062.66,$120.47
3/27/2014,$7692320.45,$7692084.50,$235.95
3/28/2014,$7204550.48,$7204517.98,$32.50
3/29/2014,$8893606.34,$8893320.33,$286.01
3/30/2014,$12867281.13,$12867281.13,$0.00
3/31/2014,$7291733.09,$7291481.12,$251.97
4/1/2014,$5774499.79,$5774499.79,$0.00
4/2/2014,$10478356.01,$10477967.14,$388.87
4/3/2014,$9979683.74,$9979438.79,$244.95
4/4/2014,$8889903.93,$8889679.98,$223.95
4/5/2014,$10021480.46,$10020608.34,$872.12
4/6/2014,$14946250.31,$14946115.31,$135.00
4/7/2014,$7428907.46,$7428509.53,$397.93
4/8/2014,$5810353.07,$5810048.07,$305.00
4/9/2014,$7849555.98,$7849177.06,$378.92
4/10/2014,$6913740.07,$6913740.07,$0.00
4/11/2014,$6798087.03,$6798087.03,$0.00
4/12/2014,$7830712.57,$7830433.60,$278.97
4/13/2014,$11347658.91,$11347366.42,$292.49
4/14/2014,$6247515.40,$6247306.41,$208.99
4/15/2014,$11048943.56,$11048570.62,$372.94
4/16/2014,$12510497.46,$12509957.49,$539.97
4/17/2014,$7324673.23,$7324323.34,$349.89
4/18/2014,$7510634.73,$7510634.73,$0.00
4/19/2014,$8546223.35,$8545931.37,$291.98
4/20/2014,$10535381.50,$10535198.04,$183.46
4/21/2014,$6087510.71,$6087027.72,$482.99
4/22/2014,$5704093.55,$5703853.57,$239.98
4/23/2014,$7123511.37,$7123381.40,$129.97
4/24/2014,$6278555.34,$6278555.34,$0.00
4/25/2014,$7227035.70,$7226746.73,$288.97
4/26/2014,$7643473.20,$7643377.22,$95.98
4/27/2014,$11609717.53,$11609229.07,$488.46
4/28/2014,$5376316.80,$5376200.83,$115.97
4/29/2014,$16518116.91,$16517709.20,$407.71
4/30/2014,$19364276.11,$19362897.80,$1378.31
5/1/2014,$15217995.06,$15217822.14,$172.92
5/2/2014,$13981054.02,$13980640.36,$413.66
5/3/2014,$16072304.74,$16071805.27,$499.47
5/4/2014,$25908339.04,$25905566.96,$2772.08
5/5/2014,$27611414.08,$27610680.20,$733.88
5/6/2014,$11096738.99,$11094845.15,$1893.84
5/7/2014,$7343357.62,$7343357.62,$0.00
5/8/2014,$7544060.05,$7543195.24,$864.81
5/9/2014,$8512222.15,$8511768.50,$453.65
5/10/2014,$10757461.51,$10756852.52,$608.99
5/11/2014,$10240098.60,$10239751.52,$347.08
5/12/2014,$6409477.86,$6409192.45,$285.41
5/13/2014,$5629088.08,$5628177.12,$910.96
5/14/2014,$9801331.67,$9801331.67,$0.00
5/15/2014,$8563366.35,$8563266.36,$99.99
5/16/2014,$8540961.04,$8540498.07,$462.97
5/17/2014,$8213424.35,$8213311.40,$112.95
5/18/2014,$12698987.28,$12698609.31,$377.97
5/19/2014,$6831379.78,$6831106.84,$272.94
5/20/2014,$4938365.00,$4938265.00,$100.00
5/21/2014,$8499436.10,$8499436.10,$0.00
5/22/2014,$8243807.93,$8243404.00,$403.93
5/23/2014,$7640451.48,$7640061.54,$389.94
5/24/2014,$7681427.79,$7681086.19,$341.60
5/25/2014,$9467399.70,$9467023.77,$375.93
5/26/2014,$16921278.79,$16919586.00,$1692.79
5/27/2014,$6292182.50,$6291636.66,$545.84
5/28/2014,$4854806.26,$4853856.09,$950.17
5/29/2014,$4645131.69,$4644964.35,$167.34
5/30/2014,$7172628.54,$7172408.55,$219.99
5/31/2014,$8893770.51,$8893143.84,$626.67
6/1/2014,$10969802.60,$10969662.62,$139.98
6/2/2014,$5308743.87,$5308688.87,$55.00
6/3/2014,$12512195.54,$12512135.55,$59.99
6/4/2014,$15129482.62,$15129255.66,$226.96
6/5/2014,$12184781.43,$12183856.97,$924.46
6/6/2014,$11570951.39,$11570951.39,$0.00
6/7/2014,$11452054.00,$11451770.05,$283.95
6/8/2014,$16359235.20,$16358033.35,$1201.85
6/9/2014,$23470820.55,$23470519.09,$301.46
6/10/2014,$9273319.95,$9273185.96,$133.99
6/11/2014,$6686044.42,$6686044.42,$0.00
6/12/2014,$6475843.96,$6475346.98,$496.98
6/13/2014,$10002400.94,$10001620.12,$780.82
6/14/2014,$12947632.17,$12947262.69,$369.48
6/15/2014,$9613970.75,$9613634.00,$336.75
6/16/2014,$6589140.10,$6588753.14,$386.96
6/17/2014,$5554251.12,$5553550.15,$700.97
6/18/2014,$7476491.05,$7476491.05,$0.00
6/19/2014,$6835681.94,$6835537.96,$143.98
6/20/2014,$6484381.88,$6484229.90,$151.98
6/21/2014,$6324317.84,$6324317.84,$0.00
6/22/2014,$9223970.91,$9223698.84,$272.07
6/23/2014,$5998035.97,$5998035.97,$0.00
6/24/2014,$5466997.43,$5466247.43,$750.00
6/25/2014,$6873731.38,$6873731.38,$0.00
6/26/2014,$6623667.63,$6623454.65,$212.98
6/27/2014,$8186108.21,$8186008.22,$99.99
6/28/2014,$10272524.50,$10272156.02,$368.48
6/29/2014,$9822916.76,$9822772.26,$144.50
6/30/2014,$7144407.02,$7144407.02,$0.00
7/1/2014,$6704395.24,$6704281.24,$114.00
7/2/2014,$6862036.76,$6861651.50,$385.26
7/3/2014,$7215478.06,$7215355.17,$122.89
7/4/2014,$8097791.67,$8097030.90,$760.77
7/5/2014,$7502429.25,$7501675.52,$753.73
7/6/2014,$11916877.20,$11916429.49,$447.71
7/7/2014,$6109503.09,$6109436.11,$66.98
7/8/2014,$4238850.70,$4238649.79,$200.91
7/9/2014,$5167981.84,$5167927.84,$54.00
7/10/2014,$4454936.29,$4454936.29,$0.00
7/11/2014,$8018963.71,$8018480.66,$483.05
7/12/2014,$10367008.57,$10366220.10,$788.47
7/13/2014,$8959451.53,$8959210.57,$240.96
7/14/2014,$5229131.08,$5229131.08,$0.00
7/15/2014,$4660670.54,$4660565.55,$104.99
7/16/2014,$6360268.25,$6360141.28,$126.97
7/17/2014,$6471615.92,$6471174.55,$441.37
7/18/2014,$6881597.65,$6881456.73,$140.92
7/19/2014,$7916064.00,$7912017.44,$4046.56
7/20/2014,$9618908.09,$9618151.68,$756.41
7/21/2014,$6727871.20,$6727253.31,$617.89
7/22/2014,$4680362.48,$4680332.50,$29.98
7/23/2014,$8462802.85,$8462408.89,$393.96
7/24/2014,$6856599.28,$6856571.29,$27.99
7/25/2014,$7055801.46,$7055801.46,$0.00
7/26/2014,$6425005.38,$6425005.38,$0.00
7/27/2014,$10551725.76,$10551725.76,$0.00
7/28/2014,$6475911.19,$6475464.47,$446.72
7/29/2014,$5604521.04,$5604443.09,$77.95
7/30/2014,$5534164.96,$5534109.00,$55.96
7/31/2014,$5887216.28,$5886356.55,$859.73
8/1/2014,$6024933.35,$6024933.35,$0.00
8/2/2014,$6532593.02,$6532106.37,$486.65
8/3/2014,$8325410.44,$8325139.99,$270.45
8/4/2014,$6881815.78,$6880899.55,$916.23
8/5/2014,$6243936.31,$6243181.35,$754.96
8/6/2014,$7382470.32,$7382032.04,$438.28
8/7/2014,$7353565.48,$7353465.49,$99.99
8/8/2014,$7686123.35,$7686052.89,$70.46
8/9/2014,$8928116.09,$8927907.26,$208.83
8/10/2014,$11107143.29,$11106557.89,$585.40
8/11/2014,$6897756.77,$6897446.78,$309.99
8/12/2014,$5520797.11,$5520412.15,$384.96
8/13/2014,$6039021.11,$6037961.15,$1059.96
8/14/2014,$6034553.50,$6034190.55,$362.95
8/15/2014,$8628172.96,$8627902.81,$270.15
8/16/2014,$11015942.36,$11015564.94,$377.42
8/17/2014,$10593347.47,$10592462.73,$884.74
8/18/2014,$5734989.41,$5734629.42,$359.99
8/19/2014,$5559935.58,$5559217.02,$718.56
8/20/2014,$5307348.74,$5307348.74,$0.00
8/21/2014,$5827863.54,$5827743.55,$119.99
8/22/2014,$5766559.90,$5766517.93,$41.97
8/23/2014,$10347180.16,$10346780.22,$399.94
8/24/2014,$8358333.15,$8358085.21,$247.94
8/25/2014,$6086092.59,$6085898.72,$193.87
8/26/2014,$5925287.23,$5925218.73,$68.50
8/27/2014,$7647017.24,$7646793.33,$223.91
8/28/2014,$7391857.12,$7391704.28,$152.84
8/29/2014,$7611082.52,$7610914.60,$167.92
8/30/2014,$10629460.08,$10629394.14,$65.94
8/31/2014,$9920392.32,$9919920.26,$472.06
9/1/2014,$15649233.80,$15648323.96,$909.84
9/2/2014,$5868497.74,$5867893.33,$604.41
9/3/2014,$4526247.12,$4526217.14,$29.98
9/4/2014,$4498558.97,$4498438.03,$120.94
9/5/2014,$8235206.74,$8235039.77,$166.97
9/6/2014,$11355761.13,$11355293.72,$467.41
9/7/2014,$11229030.80,$11228873.99,$156.81
9/8/2014,$5612299.60,$5612130.23,$169.37
9/9/2014,$4783421.24,$4783421.24,$0.00
9/10/2014,$6238348.09,$6237640.68,$707.41
9/11/2014,$6329413.84,$6329413.84,$0.00
9/12/2014,$6341191.88,$6340891.88,$300.00
9/13/2014,$7297573.43,$7297573.43,$0.00
9/14/2014,$10934038.85,$10933786.86,$251.99
9/15/2014,$9843343.91,$9843343.91,$0.00
9/16/2014,$9568201.28,$9567729.34,$471.94
9/17/2014,$10064159.16,$10064038.17,$120.99
9/18/2014,$8768568.53,$8768382.56,$185.97
9/19/2014,$8568765.98,$8568569.48,$196.50
9/20/2014,$9984975.52,$9984769.02,$206.50
9/21/2014,$17547857.87,$17546155.97,$1701.90
9/22/2014,$6928939.20,$6928709.23,$229.97
9/23/2014,$5725810.72,$5725810.72,$0.00
9/24/2014,$7160720.93,$7160720.93,$0.00
9/25/2014,$6392101.53,$6391520.58,$580.95
9/26/2014,$7077448.16,$7076768.33,$679.83
9/27/2014,$8597387.51,$8596470.85,$916.66
9/28/2014,$11262277.55,$11260939.86,$1337.69
9/29/2014,$6913532.46,$6913247.56,$284.90
9/30/2014,$6815175.13,$6815175.13,$0.00
10/1/2014,$9334137.56,$9332447.68,$1689.88
10/2/2014,$8066149.72,$8065579.75,$569.97
10/3/2014,$7857418.55,$7857334.60,$83.95
10/4/2014,$8942615.25,$8942106.01,$509.24
10/5/2014,$13874119.55,$13873591.10,$528.45
10/6/2014,$7982017.12,$7981922.16,$94.96
10/7/2014,$6918277.44,$6918277.44,$0.00
10/8/2014,$9409817.66,$9409699.77,$117.89
10/9/2014,$8903975.66,$8903651.76,$323.90
10/10/2014,$9249087.23,$9249010.23,$77.00
10/11/2014,$12725371.94,$12725141.96,$229.98
10/12/2014,$12913467.34,$12912726.96,$740.38
10/13/2014,$16751104.95,$16750921.05,$183.90
10/14/2014,$6247045.18,$6247005.68,$39.50
10/15/2014,$6529274.72,$6529237.97,$36.75
10/16/2014,$4254090.30,$4253910.33,$179.97
10/17/2014,$9049314.72,$9049157.23,$157.49
10/18/2014,$12968797.05,$12968256.08,$540.97
10/19/2014,$11202134.95,$11201452.89,$682.06
10/20/2014,$6172607.44,$6171989.55,$617.89
10/21/2014,$8327561.86,$8327126.88,$434.98
10/22/2014,$8614925.99,$8614389.03,$536.96
10/23/2014,$8445791.26,$8445791.26,$0.00
10/24/2014,$9040034.99,$9039979.02,$55.97
10/25/2014,$11173680.42,$11173246.02,$434.40
10/26/2014,$15113194.51,$15112520.61,$673.90
10/27/2014,$7967367.17,$7967367.17,$0.00
10/28/2014,$8134976.23,$8134909.24,$66.99
10/29/2014,$8307137.88,$8306947.93,$189.95
10/30/2014,$7478256.37,$7478008.38,$247.99
10/31/2014,$7443610.18,$7443294.26,$315.92
11/1/2014,$9858520.75,$9858254.08,$266.67
11/2/2014,$14653958.52,$14653689.68,$268.84
11/3/2014,$9264080.08,$9263710.40,$369.68
11/4/2014,$10490166.83,$10489832.86,$333.97
11/5/2014,$11706112.08,$11705969.64,$142.44
11/6/2014,$10960276.42,$10959999.65,$276.77
11/7/2014,$11319955.50,$11319316.67,$638.83
11/8/2014,$14388280.08,$14388280.08,$0.00
11/9/2014,$24989742.33,$24988860.22,$882.11
11/10/2014,$14248894.65,$14248765.80,$128.85
11/11/2014,$20083484.25,$20083006.88,$477.37
11/12/2014,$10886385.07,$10885425.66,$959.41
11/13/2014,$11187526.91,$11186930.06,$596.85
11/14/2014,$9747528.46,$9747282.52,$245.94
11/15/2014,$11602645.25,$11602388.28,$256.97
11/16/2014,$18663523.35,$18663214.40,$308.95
11/17/2014,$9203566.46,$9202335.58,$1230.88
11/18/2014,$23715095.02,$23714373.34,$721.68
11/19/2014,$34609626.05,$34609081.11,$544.94
11/20/2014,$13610876.33,$13610554.85,$321.48
11/21/2014,$11772225.77,$11771777.47,$448.30
11/22/2014,$17809590.52,$17808542.22,$1048.30
11/23/2014,$17245842.56,$17245245.68,$596.88
11/24/2014,$10928296.45,$10927719.55,$576.90
11/25/2014,$10466791.28,$10465966.32,$824.96
11/26/2014,$12772604.64,$12772214.00,$390.64
11/27/2014,$48440718.41,$48439643.15,$1075.26
11/28/2014,$81881569.18,$81879004.30,$2564.88
11/29/2014,$46000871.61,$46000497.70,$373.91
11/30/2014,$45109348.63,$45108410.80,$937.83
12/1/2014,$91360993.53,$91358296.77,$2696.76
12/2/2014,$47433909.40,$47432582.10,$1327.30
12/3/2014,$38011111.21,$38008801.04,$2310.17
12/4/2014,$29792366.35,$29790470.83,$1895.52
12/5/2014,$28747054.12,$28733017.43,$14036.69
12/6/2014,$36292400.61,$36278063.62,$14336.99
12/7/2014,$43715118.30,$43696661.94,$18456.36
12/8/2014,$63399366.24,$63373689.01,$25677.23
12/9/2014,$26342135.85,$26329445.37,$12690.48
12/10/2014,$25336232.80,$25319662.97,$16569.83
12/11/2014,$19124465.90,$19113672.58,$10793.32
12/12/2014,$20317928.13,$20305380.69,$12547.44
12/13/2014,$28710589.75,$28689176.24,$21413.51
12/14/2014,$28938082.44,$28917223.90,$20858.54
12/15/2014,$24615623.85,$24603362.23,$12261.62
12/16/2014,$26748987.46,$26732308.75,$16678.71
12/17/2014,$23542068.95,$23524722.21,$17346.74
12/18/2014,$24940592.12,$24918043.34,$22548.78
12/19/2014,$21312746.75,$21290139.12,$22607.63
12/20/2014,$24013526.80,$23986098.51,$27428.29
12/21/2014,$17854584.04,$17837220.77,$17363.27
12/22/2014,$14427094.93,$14412864.94,$14229.99
12/23/2014,$8345546.28,$8339640.39,$5905.89
12/24/2014,$6648031.06,$6639690.84,$8340.22
12/25/2014,$11148509.16,$11135618.69,$12890.47
12/26/2014,$23813675.17,$23797112.01,$16563.16
12/27/2014,$20863266.45,$20840732.19,$22534.26
12/28/2014,$15910393.78,$15893473.45,$16920.33
12/29/2014,$12780336.13,$12771718.99,$8617.14
12/30/2014,$12427290.97,$12419146.87,$8144.10
12/31/2014,$11184964.49,$11175420.19,$9544.30
